Zipcode,Poverty Rate,Latitude,Longitude
10801,15.344839968400642,40.915845,-73.78643
10803,3.549407114624506,40.902221,-73.80717
10804,1.8042306097055163,40.946805,-73.78797
10805,8.653015598800874,40.897783,-73.77933
10901,6.050609654250877,41.125695,-74.12682
10910,0.0,41.386195,-74.125718
10911,,41.160945,-74.060826
10913,1.6707703130495954,41.062779,-73.96016
10914,0.0,41.464867,-74.255646
10915,0.0,41.555634,-74.328805
10916,7.261116367076632,41.451074,-74.24346
10917,8.70032223415682,41.322344,-74.12354
10918,5.746573695599904,41.35648,-74.26072
10919,5.384063173007896,41.525781,-74.37907
10920,7.734806629834254,41.149245,-73.94287
10921,2.7888446215139444,41.332519,-74.35931
10922,3.8485033598045204,41.334557,-73.99175
10923,11.177364667368176,41.204544,-74.00161
10924,5.817550743227948,41.38928,-74.3337
10925,7.102993404363267,41.211794,-74.29778
10926,8.90527509926262,41.299334,-74.14049
10927,15.992118873655693,41.196044,-73.96836
10928,4.453950679416205,41.360336,-73.97293
10930,6.2125155595790424,41.35805,-74.12096
10931,11.047070124879923,41.126395,-74.16718
10932,25.0,41.485227,-74.484249
10933,9.34959349593496,41.365286,-74.510918
10940,15.487402398776464,41.449364,-74.43951
10941,7.537493200714897,41.478028,-74.35844
10950,25.30110919300752,41.323547,-74.19531
10952,33.57250484322307,41.116162,-74.07556
10953,0.0,41.409284,-74.083045
10954,6.862080650626906,41.100182,-74.0133
10956,4.051623489318734,41.145495,-73.9949
10958,2.4345709068776626,41.384738,-74.41571
10960,9.570978323792371,41.089746,-73.9258
10962,6.133472730440843,41.047996,-73.96215
10963,9.909047391096218,41.475197,-74.53847
10964,7.944606413994169,41.011464,-73.92585
10965,6.180911296845511,41.063329,-74.01734
10968,5.110437418796016,41.040623,-73.91878
10969,1.6405667412378822,41.295568,-74.48935
10970,6.079151366789065,41.192394,-74.04523
10973,2.6924694993689524,41.391172,-74.47758
10974,5.337078651685394,41.156095,-74.19214
10975,0.0,41.246428,-74.17141
10976,11.17061973986228,41.028647,-73.92817
10977,26.190439296505772,41.116795,-74.04504
10979,0.0,41.182344,-74.318354
10980,7.247732834316971,41.231408,-74.01157
10983,3.1664085355360525,41.025897,-73.95118
10984,2.8058727569331157,41.208327,-74.02105
10985,5.681818181818182,41.580793,-74.37451
10986,3.604587657018023,41.271543,-73.98676
10987,3.110704483074108,41.197123,-74.21069
10988,3.0172413793103448,41.314931,-74.550346
10989,1.6524787180771157,41.119788,-73.94455
10990,4.484100904908751,41.259896,-74.35837
10992,4.531656548135299,41.428269,-74.16178
10993,10.7749766573296,41.207594,-73.97772
10994,4.432669940553114,41.097529,-73.96996
10996,0.6115272894052897,41.376109,-73.9788
10998,5.419523343127652,41.334034,-74.54593
11001,3.373795073188147,40.7232,-73.70475
11003,7.770857633310592,40.700529,-73.70223
11004,5.735595010230348,40.742944,-73.70956
11005,11.577752553916005,40.756983,-73.7148
11010,3.766212841375977,40.701702,-73.67562
11020,3.4085128031202307,40.771082,-73.71819
11021,6.882726361510191,40.787068,-73.72577
11023,5.4931714719271625,40.798839,-73.73352
11024,4.161331626120359,40.812887,-73.74094
11030,2.511817082554688,40.796752,-73.68935
11040,3.9155196962505934,40.742901,-73.67895
11042,0.0,40.760128,-73.69379
11050,5.487407020749054,40.833246,-73.69309
11096,17.086769659658497,40.618206,-73.74762
11101,18.296825176764177,40.745341,-73.93907
11102,17.9351854597207,40.771286,-73.92462
11103,13.363655484278052,40.762968,-73.91091
11104,13.15840621963071,40.743796,-73.91949
11105,9.772580991203604,40.774686,-73.90816
11106,16.369574430954103,40.762012,-73.93147
11109,7.134767836919592,40.651378,-73.870779
11201,13.284442793222091,40.695286,-73.98907
11203,17.13011093710932,40.649059,-73.93304
11204,22.62416308583991,40.618944,-73.98473
11205,29.137503322406307,40.694214,-73.96529
11206,36.45903357754053,40.702348,-73.94288
11207,29.308705984013827,40.670874,-73.89424
11208,27.463815623581624,40.672666,-73.87248
11209,13.468727005150846,40.62327,-74.0295
11210,12.609439322780773,40.627946,-73.94552
11211,26.4031114612052,40.71209,-73.95427
11212,36.00705050041651,40.662191,-73.91328
11213,24.025983790204954,40.670937,-73.93459
11214,16.527900045607375,40.598994,-73.99611
11215,7.35055974089981,40.667508,-73.9856
11216,18.813795506009406,40.680398,-73.94824
11217,13.596391765565551,40.68209,-73.97783
11218,22.223232848232847,40.644552,-73.97595
11219,35.71648985411635,40.632449,-73.99629
11220,31.009241923276104,40.641436,-74.01574
11221,24.66759723668023,40.691234,-73.92637
11222,12.50644592210612,40.726302,-73.94559
11223,19.57825737431204,40.598142,-73.97229
11224,26.717354787375122,40.576589,-73.99172
11225,18.374035665663815,40.662892,-73.95509
11226,18.769800653116928,40.645256,-73.95553
11228,13.387501119169128,40.617563,-74.01168
11229,14.646288005969035,40.599256,-73.94118
11230,24.30614799960114,40.622994,-73.96427
11231,14.450636942675159,40.6788,-74.00254
11232,23.420253863134658,40.655481,-74.00424
11233,29.97652769998133,40.676938,-73.91858
11234,8.65859772255246,40.618561,-73.9216
11235,19.44229762409314,40.583803,-73.95019
11236,13.351485099321296,40.640527,-73.90362
11237,29.24941225940863,40.703355,-73.91993
11238,13.148489115130511,40.680145,-73.96257
11239,29.442303154251555,40.645848,-73.87919
11351,,40.781703,-73.831698
11354,20.300177187923428,40.767969,-73.82496
11355,22.865243093256122,40.749463,-73.81941
11356,13.00012464165524,40.785462,-73.84366
11357,5.307660715579929,40.784453,-73.80922
11358,9.875808328147407,40.760522,-73.79612
11359,,40.79278,-73.776701
11360,7.8560073842367055,40.780386,-73.78005
11361,8.812603192074848,40.763177,-73.77392
11362,7.309006126985849,40.759686,-73.73322
11363,8.554492792671427,40.772636,-73.74644
11364,8.93966838511913,40.746718,-73.75994
11365,13.113135081751345,40.738983,-73.79209
11366,13.132513279284316,40.726137,-73.79502
11367,13.146036417141806,40.728614,-73.82145
11368,20.4026271947805,40.747106,-73.85838
11369,15.421299397186871,40.762854,-73.87051
11370,9.541566782088845,40.763015,-73.89052
11371,,40.772072,-73.87509
11372,13.86357273943202,40.750146,-73.88433
11373,18.03472647452596,40.736076,-73.87804
11374,13.417547083141939,40.724945,-73.8609
11375,9.480784786870862,40.720535,-73.84582
11377,13.475604317188475,40.742869,-73.90377
11378,9.290257783729494,40.724096,-73.90271
11379,7.957573819422237,40.716028,-73.87925
11385,12.482410551792716,40.703069,-73.89285
11411,4.447223611805903,40.693538,-73.73574
11412,9.108232688692606,40.697188,-73.75948
11413,7.609278470684229,40.670138,-73.75141
11414,11.649488066294559,40.658188,-73.84321
11415,11.964824120603016,40.706903,-73.82973
11416,16.196902093082308,40.683301,-73.8503
11417,15.611410948342328,40.675534,-73.84476
11418,15.104286041714417,40.698485,-73.83365
11419,14.643457016338372,40.688688,-73.82216
11420,11.156773827840311,40.673138,-73.81443
11421,11.756604769665113,40.69087,-73.85828
11422,6.881925983452313,40.662538,-73.73514
11423,8.430277409201716,40.714261,-73.76824
11424,,40.651378,-73.870779
11425,,40.651378,-73.870779
11426,8.716809978267031,40.732239,-73.72108
11427,9.488008736192196,40.728235,-73.74782
11428,7.870486932876782,40.719981,-73.74127
11429,9.957711352875267,40.708833,-73.73903
11430,75.95628415300547,40.650519,-73.79567
11432,16.535070201849518,40.714144,-73.79324
11433,16.79113801049446,40.696538,-73.78734
11434,10.164106406893968,40.674888,-73.7727
11435,16.20562704765765,40.700068,-73.80986
11436,11.604879215498684,40.674146,-73.79687
11451,,40.651378,-73.870779
11501,5.320024696439597,40.747188,-73.63808
11507,3.744279572874775,40.769942,-73.65004
11509,1.9492293744333635,40.589538,-73.72915
11510,6.152741201819488,40.654112,-73.6095
11514,5.119896305897602,40.750132,-73.61328
11516,4.661851608667105,40.627386,-73.72852
11518,3.727192896867987,40.639575,-73.66703
11520,12.36724905789654,40.653935,-73.587
11530,2.89423951844334,40.725257,-73.64056
11542,11.969320514205465,40.864757,-73.62609
11545,2.4063546452768474,40.823957,-73.60415
11547,7.142857142857143,40.828143,-73.64401
11548,2.3769668563776363,40.813187,-73.62561
11549,0.0,40.754757,-73.601772
11550,19.17365372979514,40.702271,-73.61741
11552,5.379583746283449,40.6949,-73.65394
11553,11.552486616494685,40.703502,-73.59306
11554,4.368866783169781,40.7143,-73.55527
11556,42.857142857142854,40.754757,-73.601772
11557,6.026516673362797,40.639534,-73.69253
11558,7.867690490253987,40.603159,-73.65515
11559,6.7362428842504745,40.61579,-73.73126
11560,5.699233716475096,40.881957,-73.59417
11561,6.860569556717916,40.588154,-73.66517
11563,3.9127703490980883,40.656974,-73.67306
11565,2.777142857142857,40.675249,-73.67298
11566,3.135207652823145,40.666575,-73.55475
11568,1.679421768707483,40.787368,-73.60119
11569,0.0,40.593996,-73.58039
11570,5.625384866157134,40.663935,-73.63792
11572,5.702321781167019,40.636286,-73.6374
11575,11.009800272918993,40.679413,-73.58694
11576,2.7959986880944574,40.793839,-73.65156
11577,3.4984973414502583,40.785642,-73.64006
11579,6.60557464681176,40.846388,-73.64452
11580,4.983908254385567,40.673,-73.70346
11581,2.9897388059701493,40.651733,-73.71079
11590,7.375779647536523,40.756287,-73.57536
11596,2.684941794968081,40.758283,-73.64259
11598,5.12707182320442,40.633103,-73.71404
11691,22.303996572617663,40.60002,-73.75962
11692,24.256496393636994,40.592939,-73.79568
11693,14.399244629789912,40.596959,-73.81978
11694,7.717945055468267,40.57649,-73.84721
11697,4.6191247974068075,40.560167,-73.90891
11701,8.848412809397287,40.6851,-73.41317
11702,4.489474437920665,40.687649,-73.32549
11703,5.37516052100532,40.733398,-73.32257
11704,5.884395931530638,40.719249,-73.35829
11705,4.454521205654841,40.74485,-73.055
11706,9.060960279732404,40.729098,-73.25607
11709,4.235781990521327,40.907277,-73.55713
11710,2.6249339362264372,40.673438,-73.53382
11713,18.060817036961197,40.771447,-72.94663
11714,2.7706013363028954,40.740662,-73.48631
11715,2.890299978103788,40.74897,-73.03436
11716,6.283194708888666,40.770042,-73.11376
11717,12.03822361447308,40.783954,-73.24517
11718,0.9689922480620154,40.720746,-73.26614
11719,8.946488294314381,40.780058,-72.91566
11720,6.020852033418491,40.868946,-73.08009
11721,2.8203859475507174,40.890598,-73.37536
11722,12.865222870204848,40.784874,-73.19924
11724,2.510336680448907,40.865731,-73.44645
11725,4.205433569036099,40.841522,-73.28001
11726,7.964860907759883,40.680892,-73.39609
11727,5.26437617803644,40.884895,-73.00501
11729,8.149724135444087,40.760698,-73.33007
11730,7.246169268222827,40.72921,-73.18073
11731,3.3199295470406436,40.865998,-73.31796
11732,3.0773495980038814,40.848766,-73.53478
11733,2.252652795067876,40.932053,-73.10666
11735,4.959746136216724,40.725968,-73.44151
11738,3.7443135425172054,40.83469,-73.0386
11739,5.662188099808062,40.922326,-72.637078
11740,2.9411764705882355,40.862565,-73.36221
11741,3.6221696018943317,40.799706,-73.07485
11742,5.1299589603283176,40.810606,-73.04036
11743,6.2726776863424005,40.867498,-73.41146
11746,9.432210520207734,40.821698,-73.37553
11747,4.281455592105263,40.791593,-73.40543
11749,3.0727923627684963,40.922326,-72.637078
11751,5.452555243894096,40.734212,-73.21416
11752,5.00741054414567,40.754386,-73.18326
11753,3.8651184984889455,40.786544,-73.53675
11754,3.727463776130959,40.888497,-73.24258
11755,5.458480282141712,40.855402,-73.11839
11756,4.683541361597285,40.724883,-73.51739
11757,5.5261080410510885,40.690049,-73.37442
11758,4.361623616236162,40.68085,-73.46289
11762,1.7782243970639637,40.68505,-73.44681
11763,9.601010632698179,40.820786,-72.98375
11764,3.5415680706736077,40.946506,-72.98837
11765,6.0109289617486334,40.88889,-73.55608
11766,7.3228909914924065,40.929242,-73.01317
11767,2.2393822393822393,40.842962,-73.14303
11768,5.3671143107665324,40.905647,-73.33114
11769,3.88798889146031,40.736011,-73.1296
11770,10.169491525423728,40.643951,-73.16115
11771,3.420144336366489,40.868882,-73.52292
11772,10.649521925486317,40.770898,-73.00213
11776,6.674661924651586,40.911082,-73.04966
11777,5.8165548098434,40.946103,-73.06222
11778,3.6456587328193093,40.954093,-72.92884
11779,6.441194233647559,40.818826,-73.1187
11780,3.6222674123029996,40.884394,-73.15868
11782,5.149501661129568,40.739869,-73.07198
11783,2.882369429132019,40.679752,-73.48959
11784,5.812191615835891,40.869274,-73.04254
11786,3.9579468150896724,40.94993,-72.89533
11787,2.754261203296083,40.853343,-73.20777
11788,3.3212861415752744,40.819266,-73.20967
11789,6.3281914247540385,40.955586,-72.9733
11790,5.419685168037475,40.906174,-73.12748
11791,3.7483215039324764,40.815215,-73.50057
11792,4.722907785505946,40.953261,-72.8368
11793,2.2917778545191974,40.676649,-73.51122
11794,0.0,40.922326,-72.637078
11795,5.216244304101047,40.713459,-73.3001
11796,3.0403679100664283,40.731954,-73.10081
11797,3.087050278061514,40.813801,-73.46912
11798,16.807795698924732,40.752098,-73.36516
11801,4.611023940881712,40.763355,-73.52323
11803,3.4786592887604413,40.779911,-73.47948
11804,3.1479967293540474,40.765378,-73.45781
11901,10.34363428729626,40.926595,-72.65327
11930,4.11946446961895,40.985301,-72.10411
11931,0.0,40.922326,-72.637078
11932,4.883011190233978,40.939075,-72.30514
11933,9.806813154402006,40.933429,-72.74646
11934,3.6099333737129013,40.797772,-72.79719
11935,2.295285359801489,41.012868,-72.4723
11937,10.100757243882596,40.995384,-72.18564
11939,3.5028248587570623,41.128923,-72.34189
11940,4.624832085971982,40.806287,-72.75673
11941,10.637254901960784,40.824658,-72.72356
11942,2.7455121436114043,40.84867,-72.57794
11944,12.301296160430423,41.103838,-72.36729
11946,7.44749021003916,40.875897,-72.52063
11947,3.75,40.943323,-72.57996
11948,2.7827648114901256,40.961916,-72.55024
11949,4.883342376559956,40.855861,-72.79736
11950,12.048336210488719,40.80481,-72.84664
11951,15.156744319815934,40.763634,-72.84554
11952,3.334664536741214,40.994649,-72.53731
11953,9.802158273381295,40.886267,-72.9552
11954,5.379574003276898,41.03831,-71.9506
11955,4.808211777417612,40.805789,-72.82092
11956,7.407407407407407,40.991836,-72.47505
11957,6.128133704735376,41.151826,-72.27511
11958,0.0,41.03687,-72.45341
11959,6.746463547334058,40.825411,-72.60506
11960,1.7621145374449338,40.803923,-72.70421
11961,7.658114325820791,40.89609,-72.87824
11962,0.0,40.937683,-72.26831
11963,6.277118889210298,40.99628,-72.31074
11964,3.0729166666666665,41.060843,-72.33159
11965,0.0,41.07815,-72.35093
11967,11.300686100119796,40.794317,-72.87181
11968,9.406350667280257,40.904348,-72.40714
11970,17.307692307692307,40.941363,-72.57502
11971,9.56813673126812,41.059209,-72.42041
11972,9.00398406374502,40.8204,-72.70113
11973,0.0,40.922326,-72.637078
11975,25.089605734767026,40.947419,-72.24505
11976,6.763285024154589,40.919693,-72.34407
11977,9.977728285077951,40.81819,-72.67835
11978,7.00032711808963,40.816142,-72.63449
11980,3.838635151945975,40.832858,-72.91611
12007,,42.482455,-73.936671
12008,1.1695906432748537,42.853043,-73.9029
12009,4.642265017217191,42.698692,-74.03148
12010,17.757107023411372,42.940644,-74.17899
12015,9.19501515661839,42.279649,-73.81701
12017,1.6666666666666667,42.323565,-73.45257
12018,3.076923076923077,42.62742,-73.53494
12019,3.188385662684079,42.916343,-73.86657
12020,7.422736473218332,43.006309,-73.8604
12022,7.388535031847134,42.681107,-73.3489
12023,4.8861480075901325,42.610306,-74.15692
12024,,42.494981,-73.510676
12025,6.911487758945386,43.07681,-74.15332
12027,0.6106870229007634,42.912175,-73.90355
12028,1.9047619047619047,42.932315,-73.44521
12029,10.750695088044486,42.399159,-73.42757
12031,21.844660194174757,42.770985,-74.44694
12032,5.581947743467934,43.158567,-74.49646
12033,3.018057835585301,42.534631,-73.71327
12035,23.803009575923394,42.722477,-74.35064
12036,26.666666666666668,42.546034,-74.67315
12037,8.190652475705692,42.346758,-73.57852
12040,16.149068322981368,42.646742,-73.371611
12041,0.8875739644970414,42.543326,-73.97403
12042,9.67741935483871,42.403719,-73.90875
12043,14.226437462951985,42.696926,-74.52436
12045,0.0,42.474135,-73.79335
12046,0.0,42.475609,-73.92656
12047,13.306043823741874,42.773777,-73.70793
12051,3.317230273752013,42.353773,-73.82774
12052,10.974897840046701,42.74891,-73.49405
12053,4.692849949647533,42.749499,-74.18601
12054,4.298245614035087,42.614979,-73.84086
12056,14.321608040201005,42.767853,-74.09083
12057,2.4514338575393153,42.959229,-73.35236
12058,7.00746697300402,42.350557,-73.91978
12059,7.24200362100181,42.621933,-74.05574
12060,9.404600811907983,42.41956,-73.50412
12061,2.976059740830222,42.593047,-73.67343
12062,5.823529411764706,42.525531,-73.50207
12063,0.0,42.559697,-73.63335
12064,16.216216216216218,42.615422,-74.6595
12065,5.883317713214621,42.853676,-73.78445
12066,5.843801201529219,42.784091,-74.3116
12067,3.7059913526868438,42.561226,-73.92528
12068,6.896551724137931,42.953913,-74.37883
12069,21.55688622754491,42.945701,-74.263312
12070,22.916666666666668,42.970827,-74.24778
12071,20.27777777777778,42.565907,-74.41457
12072,22.152828802351213,42.896974,-74.37495
12074,6.751954513148543,43.068203,-74.05526
12075,10.684039087947882,42.305793,-73.6514
12076,12.11340206185567,42.425405,-74.40616
12077,7.282495149977615,42.600551,-73.79621
12078,22.825256725791395,43.069562,-74.3436
12083,5.721997300944669,42.430684,-74.03728
12084,6.774193548387097,42.698231,-73.89906
12085,5.803571428571429,42.694777,-73.905271
12086,11.118210862619808,42.981745,-74.14257
12087,2.3725834797891037,42.434883,-73.89271
12089,24.59016393442623,42.866666,-73.318113
12090,15.809001451847072,42.888816,-73.3555
12092,7.671232876712328,42.691779,-74.37513
12093,12.97198538367844,42.496939,-74.62813
12094,7.977883096366509,42.899334,-73.49006
12095,11.664760660022871,43.014523,-74.38473
12106,7.333060221220811,42.388394,-73.70726
12108,22.857142857142858,43.525388,-74.40875
12110,5.93369776053606,42.74964,-73.76802
12115,0.0,42.469991,-73.58587
12116,15.66648964418481,42.538589,-74.92185
12117,9.149130832570906,43.146907,-74.23466
12118,7.996795941525932,42.915904,-73.70539
12120,13.117546848381602,42.456127,-74.14059
12121,3.511904761904762,42.851106,-73.61867
12122,14.658547194432362,42.558318,-74.31458
12123,7.0021111893033074,42.522197,-73.60613
12124,20.87745839636914,42.444198,-73.788241
12125,8.670143415906129,42.474028,-73.4075
12130,1.6431924882629108,42.442592,-73.65778
12131,20.72072072072072,42.482123,-74.45715
12132,24.67948717948718,42.466061,-73.629296
12134,9.095307208514756,43.21892,-74.14822
12136,0.9067357512953368,42.437594,-73.55599
12137,9.15915915915916,42.862695,-74.11759
12138,8.816999682841738,42.760049,-73.36801
12139,1.941747572815534,43.40276,-74.56972
12140,3.287310979618672,42.693228,-73.56922
12143,8.294736842105262,42.46915,-73.82956
12144,10.1956745623069,42.63738,-73.72587
12147,9.215017064846416,42.518386,-74.15997
12148,2.6717557251908395,42.842133,-73.86828
12149,15.828220858895705,42.63119,-74.572
12150,1.550387596899225,42.876756,-74.05452
12151,4.322766570605188,42.932326,-73.79363
12153,4.653371320037987,42.638579,-73.48051
12154,15.735137059451763,42.925765,-73.60664
12155,21.847345132743364,42.587708,-74.83536
12156,5.898876404494382,42.479967,-73.73647
12157,10.032770355432316,42.668825,-74.30134
12158,8.431703204047217,42.539822,-73.81545
12159,2.482269503546099,42.646978,-73.87151
12160,9.947089947089948,42.757815,-74.34369
12161,0.0,42.521038,-73.851898
12164,0.2824858757062147,43.515611,-74.37431
12165,31.60919540229885,42.317959,-73.51802
12166,11.603843311160384,42.831683,-74.45667
12167,14.908579465541491,42.414519,-74.59577
12168,9.786821705426357,42.552127,-73.39593
12169,2.681992337164751,42.57612,-73.44559
12170,6.1232604373757455,42.975154,-73.66576
12172,12.67605633802817,42.285749,-73.733532
12173,11.511511511511511,42.377829,-73.75943
12174,12.865497076023392,42.343986,-73.73477
12175,18.128654970760234,42.559096,-74.55282
12176,16.317991631799163,42.393192,-73.96763
12177,0.0,42.95002,-74.296985
12180,18.699202252463632,42.731628,-73.66465
12182,19.0149136577708,42.785887,-73.66221
12183,8.393742846241892,42.743289,-73.69482
12184,9.442498540572096,42.426901,-73.66405
